传感器串号,时间是否重复,间隔时间,间隔类型,间隔单位,重复就省略,单位,变量类型,制造商,模块,房间编号,房间类型,楼层,面积,体积,家庭编号,时间,数据
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 23:30:00,21
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 23:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 22:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 22:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 21:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 22:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 22:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 21:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 21:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 20:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 20:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 19:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 19:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 18:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 18:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 17:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 17:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 16:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 16:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 15:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 15:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 14:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 14:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 13:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 13:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 12:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 12:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 11:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 11:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 10:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 10:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 09:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 09:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 08:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 08:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 07:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 07:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 06:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 06:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 05:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 05:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 04:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 04:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 03:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 03:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 02:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 02:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 01:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 01:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 00:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-24 01:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-24 01:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-24 00:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-24 00:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 23:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 23:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 22:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 22:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 21:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 21:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 20:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 20:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 19:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 19:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 18:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 18:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 17:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 17:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 16:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 16:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 15:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 15:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 14:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 14:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 13:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 13:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 12:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 12:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 11:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 11:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 10:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 10:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 09:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 09:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 08:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 08:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 07:30:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 07:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 06:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 06:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 05:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 05:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 04:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 04:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-23 03:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 04:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 04:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 03:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 03:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 02:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 02:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 01:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 01:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 00:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-22 00:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 23:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 23:00:00,21
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 22:30:00,21
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 22:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 21:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 21:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 20:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 20:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 19:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 19:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 18:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 18:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 17:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 17:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 16:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 16:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 15:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 15:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 14:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 14:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 13:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 13:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 12:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 12:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 11:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 11:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 10:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 10:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 09:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 09:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 08:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 08:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 07:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 07:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-21 06:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 07:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 07:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 06:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 06:00:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 05:30:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 05:00:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 04:30:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 04:00:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 03:30:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 03:00:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 02:30:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 02:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 01:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 01:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 00:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-20 00:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 23:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 23:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 22:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 22:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-19 21:30:00,17
