Sensor_PK,ClimateFK,endDateTime,id,startDateTime,MeterFK,manufacturer,model,SpaceFK,PlugFK,RadiatorFK,BuildingFK
497,,2014-03-15T20:30:01Z,Sensor1008,2013-09-26T06:00:01Z,,Maxim,iButton,,,69.0,
498,,2014-09-29T10:30:01Z,Sensor1009,2014-04-11T19:00:01Z,,Maxim,iButton,,,69.0,
499,,2015-03-30T10:00:01Z,Sensor1010,2014-10-24T18:00:01Z,,Maxim,iButton,,,69.0,
500,,2015-07-13T16:00:01Z,Sensor1011,2015-03-30T10:00:01Z,,Maxim,iButton,,,69.0,
501,,2015-04-28T13:29:00Z,Sensor1311,2014-10-15T13:59:00Z,,RWE,Interior motion detector,,,,4.0
502,,2014-12-07T09:57:00Z,Sensor1433,2014-08-31T08:10:00Z,,RWE,Alarm,,,,4.0
503,,2014-08-31T08:10:00Z,Sensor1444,2014-08-31T08:10:00Z,,RWE,Smoke detector,,,,4.0
504,,2015-05-06T23:30:00Z,Sensor1232,2013-09-30T00:00:00Z,10.0,Smart Metering Solutions,Replacement gas meter,,,,
505,,2015-06-28T22:30:00Z,Sensor1263,2013-11-28T12:30:00Z,11.0,CurrentCost,Mains clamp,,,,
506,,2014-05-06T14:30:00Z,Sensor367,2013-11-28T06:00:00Z,,Onset,Hobo U12,114.0,,,
507,,2015-03-03T11:30:00Z,Sensor368,2014-05-06T15:00:00Z,,Onset,Hobo U12,114.0,,,
508,,2015-08-01T01:45:00Z,Sensor369,2015-03-03T12:00:00Z,,Onset,Hobo U12,114.0,,,
509,,2014-08-20T16:16:00Z,Sensor1313,2014-06-13T22:51:00Z,,RWE,Interior motion detector,114.0,,,
510,,2015-04-28T13:31:00Z,Sensor1316,2014-10-24T11:31:00Z,,RWE,Interior motion detector,114.0,,,
511,,2014-05-06T14:45:00Z,Sensor370,2013-11-28T06:00:00Z,,Onset,Hobo pendant,115.0,,,
512,,2015-03-03T11:45:00Z,Sensor371,2014-05-06T15:00:00Z,,Onset,Hobo pendant,115.0,,,
513,,2015-08-06T14:45:00Z,Sensor372,2015-03-03T12:00:00Z,,Onset,Hobo pendant,115.0,,,
514,,2015-04-28T13:26:00Z,Sensor1314,2014-08-20T16:26:00Z,,RWE,Interior motion detector,115.0,,,
515,,2015-04-28T13:32:00Z,Sensor1312,2014-08-20T16:28:00Z,,RWE,Interior motion detector,116.0,,,
516,,2014-08-20T16:17:00Z,Sensor1315,2014-08-07T13:57:00Z,,RWE,Interior motion detector,116.0,,,
517,,2014-05-06T14:30:00Z,Sensor361,2013-11-28T06:00:00Z,,Onset,Hobo U12,117.0,,,
518,,2015-03-03T11:30:00Z,Sensor362,2014-05-06T15:00:00Z,,Onset,Hobo U12,117.0,,,
519,,2015-08-01T01:45:00Z,Sensor363,2015-03-03T12:00:00Z,,Onset,Hobo U12,117.0,,,
520,,2014-05-06T14:45:00Z,Sensor373,2013-11-28T06:00:00Z,,Onset,Hobo pendant,118.0,,,
521,,2015-03-03T11:45:00Z,Sensor374,2014-05-06T15:00:00Z,,Onset,Hobo pendant,118.0,,,
522,,2015-08-06T15:00:00Z,Sensor375,2015-03-03T12:00:00Z,,Onset,Hobo pendant,118.0,,,
523,,2014-05-06T14:45:00Z,Sensor358,2013-11-28T06:00:00Z,,Onset,Hobo pendant,122.0,,,
524,,2015-03-03T11:45:00Z,Sensor359,2014-05-06T15:00:00Z,,Onset,Hobo pendant,122.0,,,
525,,2015-08-06T15:00:00Z,Sensor360,2015-03-03T12:00:00Z,,Onset,Hobo pendant,122.0,,,
526,,2014-05-06T14:45:00Z,Sensor344,2013-11-28T06:00:00Z,,Onset,Hobo pendant,123.0,,,
527,,2015-03-03T11:45:00Z,Sensor345,2014-05-06T15:00:00Z,,Onset,Hobo pendant,123.0,,,
528,,2015-08-06T14:45:00Z,Sensor346,2015-03-03T12:00:00Z,,Onset,Hobo pendant,123.0,,,
529,,2014-05-06T16:15:00Z,Sensor353,2013-11-28T06:00:00Z,,Onset,Hobo pendant,124.0,,,
530,,2015-08-06T14:45:00Z,Sensor354,2015-03-03T12:00:00Z,,Onset,Hobo pendant,124.0,,,
531,,2014-05-06T14:45:00Z,Sensor338,2013-11-28T06:00:00Z,,Onset,Hobo pendant,125.0,,,
532,,2015-03-03T11:30:00Z,Sensor339,2014-05-06T15:00:00Z,,Onset,Hobo U12,125.0,,,
533,,2015-08-06T15:00:00Z,Sensor340,2015-03-03T12:00:00Z,,Onset,Hobo pendant,125.0,,,
534,,2014-05-06T14:45:00Z,Sensor350,2013-11-28T06:00:00Z,,Onset,Hobo pendant,126.0,,,
535,,2015-03-03T11:45:00Z,Sensor351,2014-05-06T15:00:00Z,,Onset,Hobo pendant,126.0,,,
536,,2015-08-06T15:00:00Z,Sensor352,2015-03-03T12:00:00Z,,Onset,Hobo pendant,126.0,,,
537,,2014-05-06T14:45:00Z,Sensor341,2013-11-28T06:00:00Z,,Onset,Hobo pendant,127.0,,,
538,,2015-03-03T11:45:00Z,Sensor342,2014-05-06T15:00:00Z,,Onset,Hobo pendant,127.0,,,
539,,2015-08-06T15:00:00Z,Sensor343,2015-03-03T12:00:00Z,,Onset,Hobo pendant,127.0,,,
540,,2014-05-06T14:45:00Z,Sensor347,2013-11-28T06:00:00Z,,Onset,Hobo pendant,128.0,,,
541,,2015-03-03T11:45:00Z,Sensor348,2014-05-06T15:00:00Z,,Onset,Hobo pendant,128.0,,,
542,,2015-08-06T14:45:00Z,Sensor349,2015-03-03T12:00:00Z,,Onset,Hobo pendant,128.0,,,
543,,2014-05-06T14:30:00Z,Sensor355,2013-11-28T06:00:00Z,,Onset,Hobo U12,129.0,,,
544,,2015-03-03T11:30:00Z,Sensor356,2014-05-06T15:00:00Z,,Onset,Hobo U12,129.0,,,
545,,2015-08-01T01:45:00Z,Sensor357,2015-03-03T12:00:00Z,,Onset,Hobo U12,129.0,,,
546,,2014-05-06T14:45:00Z,Sensor364,2013-11-28T06:00:00Z,,Onset,Hobo pendant,130.0,,,
547,,2015-03-03T11:45:00Z,Sensor365,2014-05-06T15:00:00Z,,Onset,Hobo pendant,130.0,,,
548,,2015-08-06T15:00:00Z,Sensor366,2015-03-03T12:00:00Z,,Onset,Hobo pendant,130.0,,,
549,,,Sensor1495,,,CurrentCost,Individual appliance monitor (IAM),,124.0,,
550,,,Sensor1496,,,CurrentCost,Individual appliance monitor (IAM),,125.0,,
551,,,Sensor1497,,,CurrentCost,Individual appliance monitor (IAM),,126.0,,
552,,,Sensor1498,,,CurrentCost,Individual appliance monitor (IAM),,130.0,,
553,,,Sensor1499,,,CurrentCost,Individual appliance monitor (IAM),,131.0,,
554,,,Sensor1500,,,CurrentCost,Individual appliance monitor (IAM),,132.0,,
555,,,Sensor1501,,,CurrentCost,Individual appliance monitor (IAM),,133.0,,
556,,,Sensor1502,,,CurrentCost,Individual appliance monitor (IAM),,136.0,,
557,,,Sensor1503,,,CurrentCost,Individual appliance monitor (IAM),,137.0,,
558,,2014-03-22T20:30:01Z,Sensor1106,2013-10-03T06:00:01Z,,Maxim,iButton,,,70.0,
559,,2014-10-24T07:30:01Z,Sensor1107,2014-05-06T16:00:01Z,,Maxim,iButton,,,70.0,
560,,2015-05-03T04:30:01Z,Sensor1108,2014-11-13T12:00:01Z,,Maxim,iButton,,,70.0,
561,,2014-03-22T20:30:01Z,Sensor1109,2013-10-03T06:00:01Z,,Maxim,iButton,,,71.0,
562,,2014-10-24T07:30:01Z,Sensor1110,2014-05-06T16:00:01Z,,Maxim,iButton,,,71.0,
563,,2015-05-03T04:30:01Z,Sensor1111,2014-11-13T12:00:01Z,,Maxim,iButton,,,71.0,
564,,2014-03-22T20:30:01Z,Sensor1112,2013-10-03T06:00:01Z,,Maxim,iButton,,,72.0,
565,,2014-10-24T07:30:01Z,Sensor1113,2014-05-06T16:00:01Z,,Maxim,iButton,,,72.0,
566,,2015-05-03T04:30:01Z,Sensor1114,2014-11-13T12:00:01Z,,Maxim,iButton,,,72.0,
567,,2014-03-22T20:30:01Z,Sensor1100,2013-10-03T06:00:01Z,,Maxim,iButton,,,73.0,
568,,2014-10-24T07:30:01Z,Sensor1101,2014-05-06T16:00:01Z,,Maxim,iButton,,,73.0,
569,,2015-05-03T04:30:01Z,Sensor1102,2014-11-13T12:00:01Z,,Maxim,iButton,,,73.0,
570,,2014-03-22T20:30:01Z,Sensor1097,2013-10-03T06:00:01Z,,Maxim,iButton,,,74.0,
571,,2014-10-24T07:30:01Z,Sensor1098,2014-05-06T16:00:01Z,,Maxim,iButton,,,74.0,
572,,2015-05-03T04:30:01Z,Sensor1099,2014-11-13T12:00:01Z,,Maxim,iButton,,,74.0,
573,,2014-10-24T07:30:01Z,Sensor1115,2014-05-06T16:00:01Z,,Maxim,iButton,,,75.0,
574,,2015-05-03T04:30:01Z,Sensor1116,2014-11-13T12:00:01Z,,Maxim,iButton,,,75.0,
575,,2014-10-24T07:30:01Z,Sensor1117,2014-05-06T16:00:01Z,,Maxim,iButton,,,76.0,
576,,2015-05-03T04:30:01Z,Sensor1118,2014-11-13T12:00:01Z,,Maxim,iButton,,,76.0,
577,,2014-03-22T20:30:01Z,Sensor1094,2013-10-03T06:00:01Z,,Maxim,iButton,,,77.0,
578,,2014-10-24T07:30:01Z,Sensor1095,2014-05-06T16:00:01Z,,Maxim,iButton,,,77.0,
579,,2015-05-03T04:30:01Z,Sensor1096,2014-11-13T12:00:01Z,,Maxim,iButton,,,77.0,
580,,2014-03-22T20:30:01Z,Sensor1076,2013-10-03T06:00:01Z,,Maxim,iButton,,,78.0,
581,,2014-10-24T07:30:01Z,Sensor1077,2014-05-06T16:00:01Z,,Maxim,iButton,,,78.0,
582,,2015-05-03T04:30:01Z,Sensor1078,2014-11-13T12:00:01Z,,Maxim,iButton,,,78.0,
583,,2014-05-06T15:00:00Z,Sensor1085,2013-11-28T06:00:00Z,,Maxim,iButton,,,79.0,
584,,2014-10-24T07:30:01Z,Sensor1086,2014-05-06T16:00:01Z,,Maxim,iButton,,,79.0,
585,,2015-05-03T04:30:01Z,Sensor1087,2014-11-13T12:00:01Z,,Maxim,iButton,,,79.0,
586,,2014-05-06T15:00:00Z,Sensor1073,2013-11-28T06:00:00Z,,Maxim,iButton,,,80.0,
587,,2014-10-24T07:30:01Z,Sensor1074,2014-05-06T16:00:01Z,,Maxim,iButton,,,80.0,
588,,2015-05-03T04:30:01Z,Sensor1075,2014-11-13T12:00:01Z,,Maxim,iButton,,,80.0,
589,,2014-05-06T15:00:00Z,Sensor1082,2013-11-28T06:00:00Z,,Maxim,iButton,,,81.0,
590,,2014-10-24T07:30:01Z,Sensor1083,2014-05-06T16:00:01Z,,Maxim,iButton,,,81.0,
591,,2015-05-03T04:30:01Z,Sensor1084,2014-11-13T12:00:01Z,,Maxim,iButton,,,81.0,
592,,2014-03-22T20:30:01Z,Sensor1091,2013-10-03T06:00:01Z,,Maxim,iButton,,,82.0,
593,,2014-10-24T07:30:01Z,Sensor1092,2014-05-06T16:00:01Z,,Maxim,iButton,,,82.0,
594,,2015-05-03T04:30:01Z,Sensor1093,2014-11-13T12:00:01Z,,Maxim,iButton,,,82.0,
595,,2014-03-22T20:30:01Z,Sensor1079,2013-10-03T06:00:01Z,,Maxim,iButton,,,83.0,
596,,2014-10-24T07:30:01Z,Sensor1080,2014-05-06T16:00:01Z,,Maxim,iButton,,,83.0,
597,,2015-05-03T04:30:01Z,Sensor1081,2014-11-13T12:00:01Z,,Maxim,iButton,,,83.0,
598,,2014-03-22T20:30:01Z,Sensor1088,2013-10-03T06:00:01Z,,Maxim,iButton,,,84.0,
599,,2014-10-24T07:30:01Z,Sensor1089,2014-05-06T16:00:01Z,,Maxim,iButton,,,84.0,
600,,2015-05-03T04:30:01Z,Sensor1090,2014-11-13T12:00:01Z,,Maxim,iButton,,,84.0,
601,,2014-05-06T15:00:00Z,Sensor1103,2013-11-28T06:00:00Z,,Maxim,iButton,,,85.0,
602,,2014-10-24T07:30:01Z,Sensor1104,2014-05-06T16:00:01Z,,Maxim,iButton,,,85.0,
603,,2015-05-03T04:30:01Z,Sensor1105,2014-11-13T12:00:01Z,,Maxim,iButton,,,85.0,
604,,2015-04-26T17:08:00Z,Sensor1387,2014-06-19T19:27:00Z,,RWE,Contact sensor,,,,5.0
605,,2015-04-28T11:14:00Z,Sensor1388,2014-06-14T00:35:00Z,,RWE,Contact sensor,,,,5.0
606,,2015-04-28T13:10:00Z,Sensor1389,2014-06-14T00:28:00Z,,RWE,Contact sensor,,,,5.0
607,,2015-04-28T09:30:00Z,Sensor1390,2014-06-11T22:06:00Z,,RWE,Contact sensor,,,,5.0
608,,2014-08-27T07:56:00Z,Sensor1434,2014-08-27T04:42:00Z,,RWE,Alarm,,,,5.0
609,,2015-04-28T09:03:00Z,Sensor1439,2014-10-05T01:17:00Z,,RWE,Appliance plug,,,,5.0
610,,2014-08-27T07:56:00Z,Sensor1445,2014-08-27T04:42:00Z,,RWE,Smoke detector,,,,5.0
611,,2015-05-06T23:30:00Z,Sensor1233,2013-09-24T00:00:00Z,12.0,Smart Metering Solutions,Replacement gas meter,,,,
612,,2015-07-08T02:30:00Z,Sensor1264,2013-11-01T22:30:00Z,13.0,CurrentCost,Mains clamp,,,,
613,,2014-08-08T12:30:00Z,Sensor385,2013-11-02T06:00:00Z,,Onset,Hobo U12,137.0,,,
614,,2015-06-06T00:00:00Z,Sensor386,2014-08-08T13:00:00Z,,Onset,Hobo U12,137.0,,,
615,,2014-12-22T12:34:00Z,Sensor1317,2014-09-12T15:11:00Z,,RWE,Interior motion detector,137.0,,,
616,,2014-08-08T15:15:00Z,Sensor384,2013-11-02T06:00:00Z,,Onset,Hobo pendant,138.0,,,
617,,2014-08-08T13:45:00Z,Sensor389,2013-11-02T06:00:00Z,,Onset,Hobo pendant,139.0,,,
618,,2015-08-13T15:00:00Z,Sensor390,2014-08-08T14:00:00Z,,Onset,Hobo pendant,139.0,,,
619,,2015-04-06T09:18:00Z,Sensor1318,2014-09-12T15:10:00Z,,RWE,Interior motion detector,139.0,,,
620,,2014-08-08T13:45:00Z,Sensor391,2013-11-02T06:00:00Z,,Onset,Hobo pendant,140.0,,,
621,,2015-08-13T15:00:00Z,Sensor392,2014-08-08T14:00:00Z,,Onset,Hobo pendant,140.0,,,
622,,2014-08-08T13:45:00Z,Sensor382,2013-11-02T06:00:00Z,,Onset,Hobo pendant,141.0,,,
623,,2015-08-13T15:15:00Z,Sensor383,2014-08-08T14:00:00Z,,Onset,Hobo pendant,141.0,,,
624,,2014-08-08T13:45:00Z,Sensor387,2013-11-02T06:00:00Z,,Onset,Hobo pendant,142.0,,,
625,,2015-08-13T15:15:00Z,Sensor388,2014-08-08T14:00:00Z,,Onset,Hobo pendant,142.0,,,
626,,2014-08-08T12:30:00Z,Sensor376,2013-11-02T06:00:00Z,,Onset,Hobo U12,144.0,,,
627,,2015-06-06T00:00:00Z,Sensor377,2014-08-08T13:00:00Z,,Onset,Hobo U12,144.0,,,
628,,2014-08-08T13:45:00Z,Sensor378,2013-11-02T06:00:00Z,,Onset,Hobo pendant,145.0,,,
629,,2015-08-13T15:15:00Z,Sensor379,2014-08-08T14:00:00Z,,Onset,Hobo pendant,145.0,,,
630,,2014-08-08T12:45:00Z,Sensor380,2013-11-02T06:00:00Z,,Onset,Hobo pendant,146.0,,,
631,,2015-06-06T00:00:00Z,Sensor381,2014-08-08T13:00:00Z,,Onset,Hobo U12,146.0,,,
632,,,Sensor1504,,,CurrentCost,Individual appliance monitor (IAM),,149.0,,
633,,,Sensor1505,,,CurrentCost,Individual appliance monitor (IAM),,150.0,,
634,,,Sensor1506,,,CurrentCost,Individual appliance monitor (IAM),,151.0,,
635,,,Sensor1507,,,CurrentCost,Individual appliance monitor (IAM),,152.0,,
636,,,Sensor1508,,,CurrentCost,Individual appliance monitor (IAM),,153.0,,
637,,,Sensor1509,,,CurrentCost,Individual appliance monitor (IAM),,154.0,,
638,,,Sensor1510,,,CurrentCost,Individual appliance monitor (IAM),,157.0,,
639,,,Sensor1511,,,CurrentCost,Individual appliance monitor (IAM),,158.0,,
640,,,Sensor1512,,,CurrentCost,Individual appliance monitor (IAM),,159.0,,
641,,2014-04-16T14:30:00Z,Sensor1135,2013-11-02T06:00:00Z,,Maxim,iButton,,,86.0,
642,,2014-09-26T11:00:00Z,Sensor1136,2014-04-16T14:30:00Z,,Maxim,iButton,,,86.0,
643,,2015-03-11T14:00:01Z,Sensor1137,2014-09-26T12:00:01Z,,Maxim,iButton,,,86.0,
644,,2015-08-14T16:00:01Z,Sensor1138,2015-03-11T14:00:01Z,,Maxim,iButton,,,86.0,
645,,2014-04-16T14:30:00Z,Sensor1139,2013-11-02T06:00:00Z,,Maxim,iButton,,,87.0,
646,,2014-09-26T11:00:00Z,Sensor1140,2014-04-16T14:30:00Z,,Maxim,iButton,,,87.0,
647,,2015-03-11T14:00:01Z,Sensor1141,2014-09-26T12:00:01Z,,Maxim,iButton,,,87.0,
648,,2015-08-14T15:30:01Z,Sensor1142,2015-03-11T14:00:01Z,,Maxim,iButton,,,87.0,
649,,2014-04-16T14:30:00Z,Sensor1143,2013-11-02T06:00:00Z,,Maxim,iButton,,,88.0,
650,,2014-09-26T11:00:00Z,Sensor1144,2014-04-16T14:30:00Z,,Maxim,iButton,,,88.0,
651,,2015-03-11T14:00:01Z,Sensor1145,2014-09-26T12:00:01Z,,Maxim,iButton,,,88.0,
652,,2015-08-14T15:30:01Z,Sensor1146,2015-03-11T14:00:01Z,,Maxim,iButton,,,88.0,
653,,2014-04-16T14:30:00Z,Sensor1147,2013-11-02T06:00:00Z,,Maxim,iButton,,,89.0,
654,,2014-09-26T11:00:00Z,Sensor1148,2014-04-16T14:30:00Z,,Maxim,iButton,,,89.0,
655,,2015-03-11T14:00:01Z,Sensor1149,2014-09-26T12:00:01Z,,Maxim,iButton,,,89.0,
656,,2015-08-14T15:30:01Z,Sensor1150,2015-03-11T14:00:01Z,,Maxim,iButton,,,89.0,
657,,2014-04-16T14:30:00Z,Sensor1151,2013-11-02T06:00:00Z,,Maxim,iButton,,,90.0,
658,,2014-09-26T11:00:00Z,Sensor1152,2014-04-16T14:30:00Z,,Maxim,iButton,,,90.0,
659,,2015-03-11T14:00:01Z,Sensor1153,2014-09-26T12:00:01Z,,Maxim,iButton,,,90.0,
660,,2015-08-14T15:30:01Z,Sensor1154,2015-03-11T14:00:01Z,,Maxim,iButton,,,90.0,
661,,2014-04-16T14:30:00Z,Sensor1131,2013-11-02T06:00:01Z,,Maxim,iButton,,,91.0,
662,,2014-09-26T11:00:00Z,Sensor1132,2014-04-16T14:30:00Z,,Maxim,iButton,,,91.0,
663,,2015-03-11T14:00:01Z,Sensor1133,2014-09-26T12:00:01Z,,Maxim,iButton,,,91.0,
664,,2015-08-14T16:00:01Z,Sensor1134,2015-03-11T14:00:01Z,,Maxim,iButton,,,91.0,
665,,2014-04-16T14:30:00Z,Sensor1119,2013-11-02T06:00:00Z,,Maxim,iButton,,,92.0,
666,,2014-09-26T11:00:00Z,Sensor1120,2014-04-16T14:30:00Z,,Maxim,iButton,,,92.0,
667,,2015-03-11T14:00:01Z,Sensor1121,2014-09-26T12:00:01Z,,Maxim,iButton,,,92.0,
668,,2015-08-14T15:30:01Z,Sensor1122,2015-03-11T14:00:01Z,,Maxim,iButton,,,92.0,
669,,2014-04-16T14:30:00Z,Sensor1123,2013-11-02T06:00:00Z,,Maxim,iButton,,,93.0,
670,,2014-09-26T11:00:00Z,Sensor1124,2014-04-16T14:30:00Z,,Maxim,iButton,,,93.0,
671,,2015-03-11T14:00:01Z,Sensor1125,2014-09-26T12:00:01Z,,Maxim,iButton,,,93.0,
672,,2015-08-14T16:00:01Z,Sensor1126,2015-03-11T14:00:01Z,,Maxim,iButton,,,93.0,
673,,2014-04-16T14:30:00Z,Sensor1127,2013-11-02T06:00:00Z,,Maxim,iButton,,,94.0,
674,,2014-09-26T11:00:00Z,Sensor1128,2014-04-16T14:30:00Z,,Maxim,iButton,,,94.0,
675,,2015-03-11T14:00:01Z,Sensor1129,2014-09-26T12:00:01Z,,Maxim,iButton,,,94.0,
676,,2015-08-14T16:00:01Z,Sensor1130,2015-03-11T14:00:01Z,,Maxim,iButton,,,94.0,
677,,2015-05-06T23:30:00Z,Sensor1234,2013-11-01T00:00:00Z,14.0,Smart Metering Solutions,Replacement gas meter,,,,
678,,2015-05-11T00:00:00Z,Sensor1265,2013-11-01T22:30:00Z,15.0,CurrentCost,Mains clamp,,,,
679,,2014-08-01T07:30:00Z,Sensor409,2013-11-01T06:00:00Z,,Onset,Hobo U12,149.0,,,
680,,2015-05-20T08:30:00Z,Sensor410,2014-08-01T08:00:00Z,,Onset,Hobo U12,149.0,,,
681,,2014-08-01T07:30:00Z,Sensor405,2013-11-01T06:00:00Z,,Onset,Hobo U12,152.0,,,
682,,2015-05-20T08:30:00Z,Sensor406,2014-08-01T08:00:00Z,,Onset,Hobo U12,152.0,,,
683,,2015-04-28T13:19:00Z,Sensor1322,2014-10-14T14:19:00Z,,RWE,Interior motion detector,152.0,,,
684,,2014-08-01T13:00:00Z,Sensor399,2013-11-01T06:00:00Z,,Onset,Hobo pendant,153.0,,,
685,,2015-05-20T08:30:00Z,Sensor400,2014-08-01T20:00:00Z,,Onset,Hobo pendant,153.0,,,
686,,2014-08-01T07:30:00Z,Sensor401,2013-11-01T06:00:00Z,,Onset,Hobo U12,154.0,,,
687,,2015-05-20T08:30:00Z,Sensor402,2014-08-01T08:00:00Z,,Onset,Hobo U12,154.0,,,
688,,2015-04-28T13:14:00Z,Sensor1321,2014-07-23T14:26:00Z,,RWE,Interior motion detector,154.0,,,
689,,2015-04-28T13:32:00Z,Sensor1323,2014-07-23T14:40:00Z,,RWE,Interior motion detector,155.0,,,
690,,2014-08-01T13:00:00Z,Sensor403,2013-11-01T06:00:00Z,,Onset,Hobo pendant,157.0,,,
691,,2015-05-20T08:30:00Z,Sensor404,2014-08-01T20:00:00Z,,Onset,Hobo pendant,157.0,,,
692,,2015-03-20T16:54:00Z,Sensor1319,2014-07-23T14:44:00Z,,RWE,Interior motion detector,157.0,,,
693,,2015-04-28T13:26:00Z,Sensor1320,2014-07-23T14:15:00Z,,RWE,Interior motion detector,157.0,,,
694,,2014-08-01T13:00:00Z,Sensor395,2013-11-01T06:00:00Z,,Onset,Hobo pendant,159.0,,,
695,,2015-05-20T08:30:00Z,Sensor396,2014-08-01T20:00:00Z,,Onset,Hobo pendant,159.0,,,
696,,2014-08-01T13:00:00Z,Sensor397,2013-11-01T06:00:00Z,,Onset,Hobo pendant,160.0,,,
697,,2015-05-20T08:30:00Z,Sensor398,2014-08-01T20:00:00Z,,Onset,Hobo pendant,160.0,,,
698,,2014-08-01T13:00:00Z,Sensor407,2013-11-01T06:00:00Z,,Onset,Hobo pendant,161.0,,,
699,,2015-05-20T08:30:00Z,Sensor408,2014-08-01T20:00:00Z,,Onset,Hobo pendant,161.0,,,
700,,2014-08-01T13:00:00Z,Sensor393,2013-11-01T06:00:00Z,,Onset,Hobo pendant,162.0,,,
701,,2015-05-20T08:30:00Z,Sensor394,2014-08-01T20:00:00Z,,Onset,Hobo pendant,162.0,,,
702,,,Sensor1513,,,CurrentCost,Individual appliance monitor (IAM),,168.0,,
703,,,Sensor1514,,,CurrentCost,Individual appliance monitor (IAM),,173.0,,
704,,,Sensor1515,,,CurrentCost,Individual appliance monitor (IAM),,174.0,,
705,,,Sensor1516,,,CurrentCost,Individual appliance monitor (IAM),,175.0,,
706,,,Sensor1517,,,CurrentCost,Individual appliance monitor (IAM),,176.0,,
707,,,Sensor1518,,,CurrentCost,Individual appliance monitor (IAM),,177.0,,
708,,2014-04-16T09:30:00Z,Sensor1186,2013-11-01T06:00:00Z,,Maxim,iButton,,,95.0,
709,,2014-09-29T13:00:00Z,Sensor1187,2014-04-16T10:30:00Z,,Maxim,iButton,,,95.0,
710,,2015-05-20T10:00:01Z,Sensor1188,2015-03-05T11:30:01Z,,Maxim,iButton,,,95.0,
711,,2015-03-05T11:30:01Z,Sensor1189,2014-09-29T14:00:01Z,,Maxim,iButton,,,95.0,
712,,2014-04-16T09:30:00Z,Sensor1178,2013-11-01T06:00:00Z,,Maxim,iButton,,,96.0,
713,,2014-09-29T13:00:00Z,Sensor1179,2014-04-16T10:30:00Z,,Maxim,iButton,,,96.0,
714,,2015-05-20T10:00:01Z,Sensor1180,2015-03-05T11:30:01Z,,Maxim,iButton,,,96.0,
715,,2015-03-05T11:30:01Z,Sensor1181,2014-09-29T14:00:01Z,,Maxim,iButton,,,96.0,
716,,2014-04-16T09:30:00Z,Sensor1167,2013-11-01T06:00:00Z,,Maxim,iButton,,,97.0,
717,,2014-09-29T13:00:00Z,Sensor1168,2014-04-16T10:30:00Z,,Maxim,iButton,,,97.0,
718,,2015-05-20T10:00:01Z,Sensor1169,2015-03-05T11:30:01Z,,Maxim,iButton,,,97.0,
719,,2014-04-16T09:30:00Z,Sensor1170,2013-11-01T06:00:00Z,,Maxim,iButton,,,98.0,
720,,2014-09-29T13:00:00Z,Sensor1171,2014-04-16T10:30:00Z,,Maxim,iButton,,,98.0,
721,,2015-05-20T10:00:01Z,Sensor1172,2015-03-05T11:30:01Z,,Maxim,iButton,,,98.0,
722,,2015-03-05T11:30:01Z,Sensor1173,2014-09-29T14:00:01Z,,Maxim,iButton,,,98.0,
723,,2014-04-16T09:30:00Z,Sensor1174,2013-11-01T06:00:00Z,,Maxim,iButton,,,99.0,
724,,2014-09-29T13:00:00Z,Sensor1175,2014-04-16T10:30:00Z,,Maxim,iButton,,,99.0,
725,,2015-05-20T10:00:01Z,Sensor1176,2015-03-05T11:30:01Z,,Maxim,iButton,,,99.0,
726,,2015-03-05T11:30:01Z,Sensor1177,2014-09-29T14:00:01Z,,Maxim,iButton,,,99.0,
727,,2014-04-16T09:30:00Z,Sensor1159,2013-11-01T06:00:00Z,,Maxim,iButton,,,100.0,
728,,2014-09-29T13:00:00Z,Sensor1160,2014-04-16T10:30:00Z,,Maxim,iButton,,,100.0,
729,,2015-05-20T10:00:01Z,Sensor1161,2015-03-05T11:30:01Z,,Maxim,iButton,,,100.0,
730,,2015-03-05T11:30:01Z,Sensor1162,2014-09-29T14:00:01Z,,Maxim,iButton,,,100.0,
731,,2014-04-16T09:30:00Z,Sensor1163,2013-11-01T06:00:00Z,,Maxim,iButton,,,101.0,
732,,2014-09-29T13:00:00Z,Sensor1164,2014-04-16T10:30:00Z,,Maxim,iButton,,,101.0,
733,,2015-05-20T10:00:01Z,Sensor1165,2015-03-05T11:30:01Z,,Maxim,iButton,,,101.0,
734,,2015-03-05T11:30:01Z,Sensor1166,2014-09-29T14:00:01Z,,Maxim,iButton,,,101.0,
735,,2014-04-16T09:30:00Z,Sensor1182,2013-11-01T06:00:00Z,,Maxim,iButton,,,102.0,
736,,2014-09-29T13:00:00Z,Sensor1183,2014-04-16T10:30:00Z,,Maxim,iButton,,,102.0,
737,,2015-05-20T10:00:01Z,Sensor1184,2015-03-05T11:30:01Z,,Maxim,iButton,,,102.0,
738,,2015-03-05T11:30:01Z,Sensor1185,2014-09-29T14:00:01Z,,Maxim,iButton,,,102.0,
739,,2014-04-16T09:30:00Z,Sensor1155,2013-11-01T06:00:00Z,,Maxim,iButton,,,103.0,
740,,2014-09-29T13:00:00Z,Sensor1156,2014-04-16T10:30:00Z,,Maxim,iButton,,,103.0,
741,,2015-05-20T10:00:01Z,Sensor1157,2015-03-05T11:30:01Z,,Maxim,iButton,,,103.0,
742,,2015-03-05T11:30:01Z,Sensor1158,2014-09-29T14:00:01Z,,Maxim,iButton,,,103.0,
743,,2015-04-28T13:34:00Z,Sensor1281,2014-07-23T14:32:00Z,,RWE,Exterior motion detector,,,,7.0
